"study_id","site_id","core_id","year","month","day","latitude","longitude","position_accuracy","position_method","position_notes","salinity_class","salinity_method","vegetation_class","vegetation_method","vegetation_notes","inundation_class","inundation_method","core_length_flag","country","admin_division","habitat","stocks_qual_code","dates_qual_code","max_depth"
"Cifuentes_et_al_2024_Nicoya","Buenaventura","Buenaventura_Manglar_2_6","2012",NA,NA,10.164816277383206,-85.14545152281717,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"30"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_1","2012",NA,NA,10.142826427036614,-85.07769105553321,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_2","2012",NA,NA,10.142601217440228,-85.07771018303961,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_3","2012",NA,NA,10.142376007842453,-85.07772931053574,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_4","2012",NA,NA,10.142150798243296,-85.07774843802156,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_5","2012",NA,NA,10.141925588642758,-85.07776756549706,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Colorado","Colorado_Manglar_1_6","2012",NA,NA,10.14170037904084,-85.07778669296225,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_1","2012",NA,NA,10.114049557415736,-85.19073055341973,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_2","2012",NA,NA,10.114049557415736,-85.19073055341973,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Camaronera_6_3","2012",NA,NA,10.114049557415736,-85.19073055341973,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_1","2012",NA,NA,10.10645927214201,-85.14926495060175,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_2","2012",NA,NA,10.106605151259586,-85.14909075376282,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","2012",NA,NA,10.10675103030112,-85.14891655676377,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","2012",NA,NA,10.10689690926662,-85.1487423596046,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","2012",NA,NA,10.107042788156075,-85.14856816228534,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","2012",NA,NA,10.107188666969485,-85.14839396480595,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","2012",NA,NA,10.101113622249434,-85.1276758818348,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","2012",NA,NA,10.101326260723056,-85.12759861748444,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3","2012",NA,NA,10.101538899186892,-85.12752135304598,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4","2012",NA,NA,10.10175153764094,-85.12744408851938,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5","2012",NA,NA,10.101964176085204,-85.12736682390468,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6","2012",NA,NA,10.102176814519666,-85.12728955920186,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_1","2012",NA,NA,10.08245360911102,-85.17595496390098,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_2","2012",NA,NA,10.08245360911102,-85.17595496390098,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_3","2012",NA,NA,10.08245360911102,-85.17595496390098,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_1","2012",NA,NA,10.109181036669945,-85.12796447625328,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_2","2012",NA,NA,10.109181036669945,-85.12796447625328,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_3","2012",NA,NA,10.109181036669945,-85.12796447625328,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1","2012",NA,NA,10.13380450121516,-85.24459889402941,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2","2012",NA,NA,10.133581793447371,-85.2446376413812,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3","2012",NA,NA,10.133359085678466,-85.2446763886976,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4","2012",NA,NA,10.133136377908418,-85.24471513597861,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5","2012",NA,NA,10.13291367013725,-85.24475388322423,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","2012",NA,NA,10.132690962364958,-85.2447926304345,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_1","2012",NA,NA,9.96677907531132,-85.10665234760737,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_2","2012",NA,NA,9.96677907531132,-85.10665234760737,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_3","2012",NA,NA,9.96677907531132,-85.10665234760737,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_1","2012",NA,NA,9.964893875573926,-85.11354004868552,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_2","2012",NA,NA,9.964893875573926,-85.11354004868552,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_3","2012",NA,NA,9.964893875573926,-85.11354004868552,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","2012",NA,NA,9.97441122528924,-85.11858458886034,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","2012",NA,NA,9.974190842238896,-85.11863512207638,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","2012",NA,NA,9.973970459185455,-85.11868565524009,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","2012",NA,NA,9.973750076128928,-85.11873618835142,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_5","2012",NA,NA,9.97352969306931,-85.11878672141042,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_6","2012",NA,NA,9.973309310006597,-85.11883725441706,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_1","2012",NA,NA,9.96894954420873,-85.05045723911242,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_2","2012",NA,NA,9.96894954420873,-85.05045723911242,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_3","2012",NA,NA,9.96894954420873,-85.05045723911242,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_1","2012",NA,NA,9.968966354089195,-85.04798593204679,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_2","2012",NA,NA,9.968966354089195,-85.04798593204679,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_3","2012",NA,NA,9.968966354089195,-85.04798593204679,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"100"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_1","2012",NA,NA,9.963613050433567,-85.03930615174993,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_2","2012",NA,NA,9.963439460891797,-85.03945214609286,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_3","2012",NA,NA,9.963265871300102,-85.03959814028423,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_4","2012",NA,NA,9.96309228165848,-85.03974413432404,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_5","2012",NA,NA,9.962918691966944,-85.03989012821232,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_6","2012",NA,NA,9.96274510222548,-85.04003612194903,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_1","2012",NA,NA,10.175289078351582,-85.19361632213443,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_2","2012",NA,NA,10.17550172853886,-85.19353909080297,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_3","2012",NA,NA,10.175714378716856,-85.19346185938346,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_4","2012",NA,NA,10.175927028885578,-85.19338462787589,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_5","2012",NA,NA,10.17613967904501,-85.19330739628028,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_6","2012",NA,NA,10.176352329195169,-85.19323016459659,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_1","2012",NA,NA,9.827494909790346,-84.92116969256782,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_2","2012",NA,NA,9.827309409593571,-84.9212998948107,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_3","2012",NA,NA,9.82712390935795,-84.92143009691338,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_4","2012",NA,NA,9.826938409083484,-84.92156029887592,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_5","2012",NA,NA,9.826752908770167,-84.92169050069826,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_6","2012",NA,NA,9.826567408418011,-84.92182070238043,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_1","2012",NA,NA,9.986094181123526,-84.81729020897713,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_2","2012",NA,NA,9.98626768471754,-84.81714407907403,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_3","2012",NA,NA,9.986441188258013,-84.81699794901832,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_4","2012",NA,NA,9.98661469174494,-84.81685181881002,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_5","2012",NA,NA,9.98678819517832,-84.8167056884491,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_6","2012",NA,NA,9.986961698558147,-84.81655955793559,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_1","2012",NA,NA,10.00067647047107,-84.85541067678167,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_2","2012",NA,NA,10.000881562957687,-84.85531484815563,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_3","2012",NA,NA,10.001086655424212,-84.85521901941794,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_4","2012",NA,NA,10.001291747870647,-84.85512319056856,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_5","2012",NA,NA,10.001496840296978,-84.85502736160753,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_6","2012",NA,NA,10.001701932703211,-84.85493153253478,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Puntarenas","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_1","2012",NA,NA,10.084275038114814,-85.20072386609274,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_2","2012",NA,NA,10.08407890552643,-85.20083716691438,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_3","2012",NA,NA,10.083866823032125,-85.20075838203638,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_4","2012",NA,NA,10.083654740504434,-85.20067959727562,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_5","2012",NA,NA,10.083442657943348,-85.20060081263208,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_6","2012",NA,NA,10.083230575348871,-85.20052202810575,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_1","2012",NA,NA,10.065342715542222,-85.18687241094233,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_2","2012",NA,NA,10.06515805920538,-85.18674093636079,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_3","2012",NA,NA,10.064973402797118,-85.18660946193494,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_4","2012",NA,NA,10.064788746317443,-85.18647798766473,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_5","2012",NA,NA,10.064604089766354,-85.18634651355016,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_6","2012",NA,NA,10.06441943314386,-85.18621503959126,NA,"handheld",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Guanacaste","mangrove","C2",NA,"200"
"Costa_et_al_2023","PanamaCaribbean-Bocas Town (BT)","PanamaCaribbean-Bocas Town (BT)-1","2015","9","9",9.338067,-82.247967,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"low","field observation","core depth represents deposit depth","Panama","Bocas del Toro","mangrove","C1",NA,"123"
"Costa_et_al_2023","PanamaCaribbean-Bocas Town (BT)","PanamaCaribbean-Bocas Town (BT)-2","2015","9","9",9.338067,-82.247967,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"mid","field observation","core depth represents deposit depth","Panama","Bocas del Toro","mangrove","C1",NA,"144"
"Costa_et_al_2023","PanamaCaribbean-Station Forest (SF)","PanamaCaribbean-Station Forest (SF)-1","2015","9","5",9.352483,-82.258933,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"low","field observation","core depth represents deposit depth","Panama","Bocas del Toro","mangrove","C1",NA,"59"
"Costa_et_al_2023","PanamaCaribbean-Station Forest (SF)","PanamaCaribbean-Station Forest (SF)-2","2015","9","5",9.352483,-82.258933,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"mid","field observation","core depth represents deposit depth","Panama","Bocas del Toro","mangrove","C1",NA,"116"
"Costa_et_al_2023","PanamaCaribbean-Station Forest (SF)","PanamaCaribbean-Station Forest (SF)-3","2015","9","5",9.352483,-82.258933,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"high","field observation","core depth represents deposit depth","Panama","Bocas del Toro","mangrove","C1",NA,"95"
"Costa_et_al_2023","PanamaCaribbean-Station Forest South (SFS)","PanamaCaribbean-Station Forest South (SFS)-1","2015","9","6",9.348858,-82.258059,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"low","field observation","core depth represents deposit depth","Panama","Bocas del Toro","mangrove","C1",NA,"56"
"Costa_et_al_2023","PanamaCaribbean-Station Forest South (SFS)","PanamaCaribbean-Station Forest South (SFS)-2","2015","9","14",9.348858,-82.258059,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"mid","field observation","core depth represents deposit depth","Panama","Bocas del Toro","mangrove","C1",NA,"173"
"Costa_et_al_2023","PanamaCaribbean-A","PanamaCaribbean-A-1","2015","9","7",9.360361,-82.263336,NA,"handheld",NA,"mixoeuhaline","field observation","forested","field observation",NA,"low","field observation","core depth limited by length of corer","Panama","Bocas del Toro","mangrove","C2",NA,"300"
